INFO:     Started server process [165382]
INFO:     Waiting for application startup.
[QwenASR] Loading Qwen/Qwen3-ASR-1.7B on cuda:0…
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
ERROR:    Traceback (most recent call last):
  File "/home/eth/miniconda3/envs/awabot-qwen-asr/lib/python3.10/site-packages/starlette/routing.py", line 694, in lifespan
    async with self.lifespan_context(app) as maybe_state:
  File "/home/eth/miniconda3/envs/awabot-qwen-asr/lib/python3.10/site-packages/fastapi/routing.py", line 226, iINFO:     Application startup complete.
INFO:     Uvicorn running on http://0.0.0.0:8083 (Press CTRL+C to quit)
[QwenASR] Model loaded.
INFO:     127.0.0.1:47986 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58772 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:35620 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:35620 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:35620 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56822 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:33668 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:33668 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56766 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41720 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41720 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38072 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:36160 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:36160 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:36160 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:35928 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:35928 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:35928 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:35928 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:46686 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:46686 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50884 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53920 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53920 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53920 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53920 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53920 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53920 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37614 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37614 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37614 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37614 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37614 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37614 - "GET /health HTTP/1.1" 200 OK
